movieId,title,genres,movieId_enc
4109,Flowers in the Attic (1987),Drama|Thriller,3272
4110,"Fourth Protocol, The (1987)",Thriller,3273
4111,Gardens of Stone (1987),Drama|War,3274
4113,"Glass Menagerie, The (1987)",Drama,3275
4115,Hiding Out (1987),Comedy,3276
4116,Hollywood Shuffle (1987),Comedy,3277
4117,Hope and Glory (1987),Drama,3278
4119,Housekeeping (1987),Comedy|Drama,3279
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi,3280
4122,Ironweed (1987),Drama,3281
4123,Ishtar (1987),Comedy,3282
4124,Jaws: The Revenge (1987),Horror|Thriller,3283
4125,Leonard Part 6 (1987),Comedy|Sci-Fi,3284
4126,Less Than Zero (1987),Drama,3285
4127,"Like Father, Like Son (1987)",Comedy,3286
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller,3287
4129,Made in Heaven (1987),Fantasy|Romance,3288
4130,Maid to Order (1987),Comedy|Fantasy,3289
4131,Making Mr. Right (1987),Comedy|Romance|Sci-Fi,3290
4132,Mannequin (1987),Comedy|Romance,3291
4133,Masters of the Universe (1987),Action|Adventure|Fantasy|Sci-Fi,3292
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,3293
4141,Head Over Heels (2001),Comedy|Romance,3294
4142,Left Behind: The Movie (2000),Action|Adventure|Drama|Thriller,3295
4143,Valentine (2001),Horror|Mystery,3296
4144,In the Mood For Love (Fa yeung nin wa) (2000),Drama|Romance,3297
4146,"Million Dollar Hotel, The (2001)",Drama|Mystery|Romance,3298
4147,Nico and Dani (Krámpack) (2000),Comedy|Drama|Romance,3299
4148,Hannibal (2001),Horror|Thriller,3300
4149,Saving Silverman (Evil Woman) (2001),Comedy|Romance,3301
4151,"Taste of Others, The (Le goût des autres) (2000)",Comedy|Drama|Romance,3302
4152,Vatel (2000),Drama,3303
4153,Down to Earth (2001),Comedy|Fantasy|Romance,3304
4154,Recess: School's Out (2001),Animation|Children,3305
4155,Sweet November (2001),Drama|Romance,3306
4158,Monkeybone (2001),Animation|Comedy|Fantasy,3307
4159,3000 Miles to Graceland (2001),Action|Thriller,3308
4160,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)",Drama|Romance,3309
4161,"Mexican, The (2001)",Action|Comedy,3310
4162,See Spot Run (2001),Comedy,3311
4164,"Caveman's Valentine, The (2001)",Drama,3312
4166,Series 7: The Contenders (2001),Action|Drama,3313
4167,15 Minutes (2001),Thriller,3314
4168,Get Over It (2001),Comedy|Romance,3315
4169,Blow Dry (a.k.a. Never Better) (2001),Comedy,3316
4174,Avalon (1990),Drama,3317
4175,Gray's Anatomy (1996),Comedy|Drama,3318
4176,Madadayo (a.k.a. Not Yet) (1993),Drama,3319
4177,"Mirror Crack'd, The (1980)",Crime|Mystery|Thriller,3320
4178,Of Mice and Men (1939),Drama,3321
4179,Pixote (1981),Drama,3322
4181,Tapeheads (1988),Comedy,3323
4183,"Unbelievable Truth, The (1989)",Comedy|Drama,3324
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,3325
4186,"Fortune Cookie, The (1966)",Comedy|Drama|Romance,3326
4187,Lilies of the Field (1963),Drama,3327
4188,Hans Christian Andersen (1952),Children|Musical,3328
4189,"Greatest Story Ever Told, The (1965)",Drama,3329
4190,Elmer Gantry (1960),Drama,3330
4191,Alfie (1966),Comedy|Drama|Romance,3331
4194,I Know Where I'm Going! (1945),Drama|Romance|War,3332
4195,"Abominable Dr. Phibes, The (1971)",Horror|Mystery,3333
4197,Real Life (1979),Comedy,3334
4198,Battle Beyond the Stars (1980),Sci-Fi,3335
4199,Death Warrant (1990),Action,3336
4200,Double Impact (1991),Action,3337
4201,"End, The (1978)",Comedy,3338
4203,Harley Davidson and the Marlboro Man (1991),Action|Crime|Drama,3339
4204,Losin' It (1983),Comedy,3340
4205,Mermaids (1990),Comedy|Drama|Romance,3341
4206,"Mighty Quinn, The (1989)",Crime|Mystery,3342
4207,Navy Seals (1990),Action|Adventure|War,3343
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller,3344
4211,Reversal of Fortune (1990),Drama,3345
4212,Death on the Nile (1978),Crime|Mystery,3346
4213,Deepstar Six (1989),Horror|Sci-Fi|Thriller,3347
4214,Revenge of the Nerds (1984),Comedy,3348
4215,Revenge of the Nerds II: Nerds in Paradise (1987),Comedy,3349
4216,Longtime Companion (1990),Drama,3350
4217,4 Little Girls (1997),Documentary,3351
4218,River's Edge (1986),Crime|Drama,3352
4219,Girls Just Want to Have Fun (1985),Comedy,3353
4220,"Longest Yard, The (1974)",Comedy,3354
4221,Necessary Roughness (1991),Comedy,3355
4222,C.H.U.D. (1984),Horror,3356
4223,Enemy at the Gates (2001),Drama|War,3357
4224,Exit Wounds (2001),Action|Thriller,3358
4225,"Dish, The (2001)",Comedy,3359
4226,Memento (2000),Mystery|Thriller,3360
4228,Heartbreakers (2001),Comedy|Crime|Romance,3361
4229,Say It Isn't So (2001),Comedy|Romance,3362
4231,Someone Like You (2001),Comedy|Romance,3363
4232,Spy Kids (2001),Action|Adventure|Children|Comedy,3364
4233,Tomcats (2001),Comedy,3365
4234,"Tailor of Panama, The (2001)",Drama|Thriller,3366
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,3367
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary,3368
4238,Along Came a Spider (2001),Action|Crime|Mystery|Thriller,3369
4239,Blow (2001),Crime|Drama,3370
4240,Just Visiting (2001),Comedy|Fantasy,3371
4241,Pokémon 3: The Movie (2001),Animation|Children,3372
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,3373
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,3374
4247,Joe Dirt (2001),Adventure|Comedy|Mystery|Romance,3375
4248,Josie and the Pussycats (2001),Comedy,3376
4250,"Body, The (2001)",Drama|Sci-Fi,3377
4251,Chopper (2000),Drama|Thriller,3378
4252,"Circle, The (Dayereh) (2000)",Drama,3379
4254,Crocodile Dundee in Los Angeles (2001),Comedy|Drama,3380
4255,Freddy Got Fingered (2001),Comedy,3381
4256,"Center of the World, The (2001)",Drama,3382
4259,"Luzhin Defence, The (2000)",Drama|Romance,3383
4262,Scarface (1983),Action|Crime|Drama,3384
4263,Days of Wine and Roses (1962),Drama,3385
4265,Driven (2001),Action|Thriller,3386
4266,"Forsaken, The (2001)",Horror,3387
4267,One Night at McCool's (2001),Comedy,3388
4268,Town & Country (2001),Comedy,3389
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,3390
4272,Tuvalu (1999),Comedy,3391
4273,Under the Sand (2000),Drama,3392
4274,Cleopatra (1963),Drama|Romance,3393
4275,Krull (1983),Action|Adventure|Fantasy|Sci-Fi,3394
4276,Lost in America (1985),Comedy,3395
4277,"Lost World, The (1925)",Adventure|Sci-Fi,3396
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,3397
4279,True Believer (1989),Crime,3398
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance,3399
4282,Fellini Satyricon (1969),Drama|Fantasy,3400
4283,Fellini's Roma (Roma) (1972),Drama,3401
4284,Frankie and Johnny (1966),Comedy,3402
4285,Frankie and Johnny (1991),Comedy|Romance,3403
4286,"Home of Our Own, A (1993)",Drama,3404
4287,Paris When It Sizzles (1964),Comedy|Romance,3405
4289,"City of Women, The (Città delle donne, La) (1980)",Comedy|Drama,3406
4290,For the Boys (1991),Comedy|Drama|Musical,3407
4291,Nine to Five (a.k.a. 9 to 5) (1980),Comedy|Crime,3408
4292,Norma Rae (1979),Drama,3409
4293,Summer Rental (1985),Comedy,3410
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,3411
4296,Love Story (1970),Drama|Romance,3412
4297,Pelle the Conqueror (Pelle erobreren) (1987),Drama,3413
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,3414
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance,3415
4300,Bread and Roses (2000),Drama,3416
4304,Startup.com (2001),Documentary,3417
4305,Angel Eyes (2001),Romance|Thriller,3418
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,3419
4308,Moulin Rouge (2001),Drama|Musical|Romance,3420
4310,Pearl Harbor (2001),Action|Drama|Romance|War,3421
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),Adventure|Drama,3422
4313,"Man Who Cried, The (2000)",Drama,3423
4316,Ice Castles (1978),Drama,3424
4317,Love Potion #9 (1992),Comedy|Romance,3425
4318,Postcards From the Edge (1990),Comedy|Drama,3426
4321,City Slickers (1991),Comedy|Western,3427
4322,Eight Men Out (1988),Drama,3428
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,3429
4325,"Night, The (Notte, La) (1960)",Drama,3430
4326,Mississippi Burning (1988),Crime|Drama|Thriller,3431
4327,"Magnificent Seven, The (1960)",Adventure|Western,3432
4328,"Return of the Magnificent Seven, The (a.k.a. Return of the Seven) (1966)",Western,3433
4329,Rio Bravo (1959),Western,3434
4330,"Scarlet Empress, The (1934)",Drama,3435
4331,Semi-Tough (1978),Comedy,3436
4332,Suspect (1987),Crime|Drama|Thriller,3437
4333,Throw Momma from the Train (1987),Comedy|Crime,3438
4334,Yi Yi (2000),Drama,3439
4335,Midnight Madness (1980),Comedy,3440
4336,Nightwatch (Nattevagten) (1994),Horror|Thriller,3441
4337,"Sand Pebbles, The (1966)",Drama|Romance|War,3442
4338,Twelve O'Clock High (1949),Drama|War,3443
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,3444
4340,"Animal, The (2001)",Comedy,3445
4341,What's the Worst That Could Happen? (2001),Comedy,3446
4342,Big Eden (2000),Drama|Romance,3447
4343,Evolution (2001),Comedy|Sci-Fi,3448
4344,Swordfish (2001),Action|Crime|Drama,3449
4345,"Anniversary Party, The (2001)",Drama,3450
4347,Divided We Fall (Musíme si pomáhat) (2000),Comedy|Drama,3451
4349,Catch-22 (1970),Comedy|War,3452
4350,Forgotten Silver (1996),Comedy|Documentary,3453
4351,Point Break (1991),Action|Crime|Thriller,3454
4352,Shag (1989),Comedy|Drama,3455
4353,Uncommon Valor (1983),Action|War,3456
4354,Unlawful Entry (1992),Crime|Thriller,3457
4355,Youngblood (1986),Action|Drama,3458
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,3459
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,3460
4359,"Seven Year Itch, The (1955)",Comedy,3461
4360,There's No Business Like Show Business (1954),Musical,3462
4361,Tootsie (1982),Comedy|Romance,3463
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,3464
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,3465
4368,Dr. Dolittle 2 (2001),Comedy,3466
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,3467
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,3468
4371,Baby Boy (2001),Crime|Drama,3469
4372,Crazy/Beautiful (2001),Drama|Romance,3470
4373,Pootie Tang (2001),Comedy,3471
4378,Sexy Beast (2000),Crime|Drama,3472
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,3473
4381,"Closet, The (Placard, Le) (2001)",Comedy,3474
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,3475
4386,Cats & Dogs (2001),Children|Comedy,3476
4387,Kiss of the Dragon (2001),Action,3477
4388,Scary Movie 2 (2001),Comedy,3478
4389,Lost and Delirious (2001),Drama,3479
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,3480
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",Drama,3481
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,3482
4393,Another Woman (1988),Drama,3483
4394,Beach Blanket Bingo (1965),Comedy|Musical,3484
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,3485
4396,"Cannonball Run, The (1981)",Action|Comedy,3486
4397,Cannonball Run II (1984),Action|Comedy,3487
4398,Speed Zone! (a.k.a. Cannonball Run III) (1989),Action|Comedy,3488
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,3489
4401,Donovan's Reef (1963),Action|Comedy|Romance,3490
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,3491
4404,Faust (1926),Drama|Fantasy|Horror,3492
4405,"Last Laugh, The (Letzte Mann, Der) (1924)",Drama,3493
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,3494
4407,Salvador (1986),Drama|Thriller|War,3495
4408,September (1987),Drama,3496
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,3497
4410,Something Wild (1986),Comedy|Crime|Drama,3498
4411,Sons of Katie Elder (1965),Western,3499
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,3500
4414,X: The Man with the X-Ray Eyes (1963),Sci-Fi|Thriller,3501
4415,Cheech & Chong's Nice Dreams (1981),Comedy,3502
4416,"Day the Earth Caught Fire, The (1961)",Sci-Fi,3503
4417,"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",Horror,3504
4419,All That Heaven Allows (1955),Drama|Romance,3505
4420,"Barefoot Contessa, The (1954)",Drama,3506
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,3507
4423,"Entertainer, The (1960)",Drama,3508
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,3509
4425,Howling III: The Marsupials (1987),Comedy|Horror,3510
4426,Kiss Me Deadly (1955),Film-Noir,3511
4427,"Lion in Winter, The (1968)",Drama,3512
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,3513
4429,Moby Dick (1956),Drama,3514
4432,Sweet Smell of Success (1957),Drama|Film-Noir,3515
4433,Written on the Wind (1956),Drama,3516
4436,Obsession (1976),Mystery|Thriller,3517
4437,Suspiria (1977),Horror,3518
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,3519
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,3520
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,3521
4441,Game of Death (1978),Action,3522
4442,"Last Dragon, The (1985)",Action|Comedy|Drama,3523
4443,Outland (1981),Action|Sci-Fi|Thriller,3524
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,3525
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,3526
4447,Legally Blonde (2001),Comedy|Romance,3527
4448,"Score, The (2001)",Action|Drama,3528
4450,Bully (2001),Crime|Drama|Thriller,3529
4452,Made (2001),Comedy,3530
4453,Michael Jordan to the Max (2000),Documentary|IMAX,3531
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,3532
4458,Africa: The Serengeti (1994),Documentary|IMAX,3533
4462,18 Again! (1988),Comedy|Fantasy,3534
4463,1969 (1988),Drama|War,3535
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,3536
4465,"Accused, The (1988)",Drama,3537
4466,Above the Law (1988),Action|Crime|Drama,3538
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,3539
4468,Apartment Zero (1988),Drama|Thriller,3540
4470,Ariel (1988),Drama,3541
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,3542
4473,Bat*21 (1988),Drama|War,3543
4474,Beaches (1988),Comedy|Drama|Musical,3544
4475,"Beast of War, The (Beast, The) (1988)",Drama|War,3545
4476,Big Business (1988),Comedy,3546
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,3547
4478,Biloxi Blues (1988),Comedy|Drama,3548
4479,Bird (1988),Drama|Musical,3549
4480,"Blob, The (1988)",Horror|Sci-Fi,3550
4482,"Bright Lights, Big City (1988)",Drama,3551
4483,Caddyshack II (1988),Comedy,3552
4484,Camille Claudel (1988),Drama,3553
4485,Casual Sex? (1988),Comedy,3554
4486,Clean and Sober (1988),Drama,3555
4487,Cocktail (1988),Drama|Romance,3556
4488,Colors (1988),Action|Crime|Drama,3557
4489,Coming to America (1988),Comedy|Romance,3558
4490,"Couch Trip, The (1988)",Comedy,3559
4492,Critters (1986),Comedy|Sci-Fi,3560
4493,Critters 2: The Main Course (1988),Comedy|Horror|Sci-Fi,3561
4494,Critters 3 (1991),Comedy|Sci-Fi,3562
4495,Crossing Delancey (1988),Comedy|Romance,3563
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,3564
4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,3565
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,3566
4499,Dirty Rotten Scoundrels (1988),Comedy,3567
4500,Drowning by Numbers (1988),Comedy|Drama,3568
4501,"Elvira, Mistress of the Dark (1988)",Comedy|Horror,3569
4502,Ernest Saves Christmas (1988),Children|Comedy,3570
4504,Feds (1988),Comedy,3571
4505,For Keeps (1988),Drama|Romance,3572
4506,Frantic (1988),Crime|Mystery|Thriller,3573
4508,Gorillas in the Mist (1988),Drama,3574
4509,"Great Outdoors, The (1988)",Comedy,3575
4511,High Spirits (1988),Comedy,3576
4512,Hot to Trot (1988),Comedy,3577
4515,Imagine: John Lennon (1988),Documentary,3578
4516,Johnny Be Good (1988),Comedy,3579
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,3580
4518,The Lair of the White Worm (1988),Comedy|Horror,3581
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,3582
4520,License to Drive (1988),Comedy,3583
4521,Little Nikita (1988),Drama,3584
4522,Masquerade (1988),Mystery|Romance|Thriller,3585
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,3586
4524,Moon Over Parador (1988),Comedy,3587
4525,Moving (1988),Comedy,3588
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,3589
4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,3590
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,3591
4531,Red Heat (1988),Action,3592
4532,Return of the Living Dead Part II (1988),Comedy|Horror,3593
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,3594
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,3595
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,3596
4537,Running on Empty (1988),Drama,3597
4541,"Serpent and the Rainbow, The (1988)",Horror,3598
4543,Shoot to Kill (1988),Action|Adventure,3599
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,3600
4545,Short Circuit (1986),Comedy|Sci-Fi,3601
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,3602
4547,Stormy Monday (1988),Crime|Drama,3603
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,3604
4553,They Live (1988),Action|Sci-Fi|Thriller,3605
4555,Torch Song Trilogy (1988),Comedy|Drama|Romance,3606
4557,Tucker: The Man and His Dream (1988),Drama,3607
4558,Twins (1988),Comedy,3608
4559,Vice Versa (1988),Comedy,3609
4560,Watchers (1988),Horror|Sci-Fi,3610
4561,Waxwork (1988),Comedy|Horror,3611
4562,Without a Clue (1988),Comedy|Mystery,3612
4563,Young Einstein (1988),Comedy,3613
4564,Always (1989),Drama|Fantasy|Romance,3614
4565,American Ninja (1985),Action|Adventure,3615
4566,American Ninja 2: The Confrontation (1987),Action|Adventure,3616
4567,American Ninja 3: Blood Hunt (1989),Action|Adventure,3617
4568,Best of the Best (1989),Action,3618
4569,Best of the Best 2 (1993),Action,3619
4570,"Big Picture, The (1989)",Comedy|Drama,3620
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,3621
4572,Black Rain (1989),Action|Crime|Drama,3622
4573,Blaze (1989),Comedy|Drama,3623
4574,Blind Fury (1989),Action|Thriller,3624
4577,Casualties of War (1989),Drama|War,3625
4578,Chances Are (1989),Comedy|Romance,3626
4580,Cyborg (1989),Action|Sci-Fi,3627
4584,Dream a Little Dream (1989),Comedy|Drama|Romance,3628
4585,"Dream Team, The (1989)",Comedy,3629
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,3630
4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery,3631
4590,Enemies: A Love Story (1989),Drama,3632
4591,Erik the Viking (1989),Adventure|Comedy|Fantasy,3633
4593,Family Business (1989),Comedy,3634
4595,Fat Man and Little Boy (1989),Drama,3635
4597,Gleaming the Cube (1989),Action|Drama|Mystery,3636
4598,Going Overboard (1989),Comedy,3637
4599,Great Balls of Fire! (1989),Drama,3638
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,3639
4602,Harlem Nights (1989),Comedy|Crime|Romance,3640
4603,Her Alibi (1989),Comedy|Romance,3641
4605,How to Get Ahead in Advertising (1989),Comedy|Fantasy,3642
4608,"Innocent Man, An (1989)",Crime|Drama,3643
4609,Jacknife (1989),Drama,3644
4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,3645
4611,Johnny Handsome (1989),Crime|Drama,3646
4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,3647
4613,K-9 (1989),Action|Comedy|Crime,3648
4614,Kickboxer (1989),Action,3649
4615,Last Exit to Brooklyn (1989),Drama,3650
4616,Lean on Me (1989),Drama,3651
4617,Let It Ride (1989),Comedy,3652
4618,Leviathan (1989),Horror|Sci-Fi|Thriller,3653
4619,Little Monsters (1989),Comedy,3654
4620,Lock Up (1989),Action|Adventure|Crime|Drama|Thriller,3655
4621,Look Who's Talking (1989),Comedy|Romance,3656
4622,Loverboy (1989),Comedy,3657
4623,Major League (1989),Comedy,3658
4624,Meet the Feebles (1989),Animation|Comedy|Musical,3659
4625,Millennium (1989),Drama|Sci-Fi|Thriller,3660
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,3661
4627,Miss Firecracker (1989),Comedy,3662
4628,New York Stories (1989),Comedy|Drama,3663
4629,Next of Kin (1989),Action|Crime|Thriller,3664
4630,No Holds Barred (1989),Action,3665
4632,"Package, The (1989)",Action|Thriller,3666
4633,Parents (1989),Comedy|Drama|Horror,3667
4634,Penn & Teller Get Killed (1989),Adventure|Comedy,3668
4635,Pink Cadillac (1989),Action|Comedy|Drama,3669
4636,"Punisher, The (1989)",Action,3670
4637,Red Scorpion (1989),Action,3671
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,3672
4639,America's Sweethearts (2001),Comedy|Romance,3673
4640,Brother (2000),Action|Crime|Thriller,3674
4641,Ghost World (2001),Comedy|Drama,3675
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,3676
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,3677
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,3678
4645,Cure (1997),Crime|Horror|Thriller,3679
4646,Greenfingers (2000),Comedy|Drama,3680
4649,Wet Hot American Summer (2001),Comedy,3681
4652,"Return of Swamp Thing, The (1989)",Comedy|Horror|Sci-Fi,3682
4654,Road House (1989),Action|Drama,3683
4655,Romero (1989),Drama,3684
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,3685
4659,Scandal (1989),Drama,3686
4661,Sea of Love (1989),Crime|Drama|Thriller,3687
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,3688
4663,She's Out of Control (1989),Comedy,3689
4664,Shirley Valentine (1989),Comedy|Romance,3690
4665,Shocker (1989),Horror,3691
4666,Skin Deep (1989),Comedy,3692
4669,Stepfather II (1989),Horror|Thriller,3693
4670,"Stepfather, The (1987)",Horror|Thriller,3694
4671,Sweetie (1989),Drama,3695
4672,"Tall Guy, The (1989)",Comedy|Romance,3696
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,3697
4675,Three Fugitives (1989),Action|Comedy,3698
4676,Troop Beverly Hills (1989),Comedy,3699
4677,Turner & Hooch (1989),Comedy|Crime,3700
4678,UHF (1989),Comedy,3701
4679,Uncle Buck (1989),Comedy,3702
4680,Vampire's Kiss (1989),Comedy|Fantasy|Horror,3703
4681,"War of the Roses, The (1989)",Comedy|Drama,3704
4682,Warlock (1989),Action|Horror,3705
4683,"Wizard, The (1989)",Adventure|Children|Comedy|Drama,3706
4685,Warlock: The Armageddon (1993),Horror,3707
4686,Weekend at Bernie's II (1993),Adventure|Comedy,3708
4687,Billy Liar (1963),Comedy,3709
4688,Black Robe (1991),Adventure|Drama,3710
4689,"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",Mystery|Thriller,3711
4690,"Cotton Club, The (1984)",Crime|Musical,3712
4692,"Hotel New Hampshire, The (1984)",Drama,3713
4695,Who'll Stop the Rain (1978),Crime|Drama,3714
4696,"Zorro, the Gay Blade (1981)",Comedy,3715
4697,Basket Case (1982),Comedy|Horror,3716
4699,Original Sin (2001),Drama|Romance|Thriller,3717
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,3718
4701,Rush Hour 2 (2001),Action|Comedy,3719
4703,Chocolat (1988),Drama,3720
4704,Hatari! (1962),Adventure|Comedy,3721
4705,"Cage aux Folles, La (1978)",Comedy,3722
4706,"Cage aux Folles II, La (1980)",Comedy,3723
4708,Marat/Sade (1966),Drama|Musical,3724
4709,Paint Your Wagon (1969),Comedy|Musical|Western,3725
4710,"Shootist, The (1976)",Drama|Western,3726
4711,Theremin: An Electronic Odyssey (1993),Documentary,3727
4712,"Wild Child, The (Enfant sauvage, L') (1970)",Drama,3728
4713,Altered States (1980),Drama|Sci-Fi,3729
4714,Any Which Way You Can (1980),Comedy,3730
4716,Bad Timing: A Sensual Obsession (1980),Drama,3731
4718,American Pie 2 (2001),Comedy,3732
4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller,3733
4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller,3734
4721,American Outlaws (2001),Action|Comedy|Western,3735
4722,All Over the Guy (2001),Comedy,3736
4723,"Deep End, The (2001)",Drama,3737
4725,Session 9 (2001),Horror|Thriller,3738
4727,Captain Corelli's Mandolin (2001),Drama|Romance|War,3739
4728,Rat Race (2001),Comedy,3740
4732,Bubble Boy (2001),Comedy,3741
4733,"Curse of the Jade Scorpion, The (2001)",Comedy,3742
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy,3743
4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller,3744
4736,Summer Catch (2001),Comedy|Drama|Romance,3745
4737,"American Rhapsody, An (2001)",Drama,3746
4738,Happy Accidents (2000),Romance|Sci-Fi,3747
4741,Together (Tillsammans) (2000),Comedy|Drama|Romance,3748
4743,Tortilla Soup (2001),Comedy|Romance,3749
4744,Jeepers Creepers (2001),Horror,3750
4745,O (2001),Drama,3751
4746,Waking Up in Reno (2002),Comedy|Romance,3752
4748,3 Ninjas (1992),Action|Children|Comedy,3753
4749,3 Ninjas Kick Back (1994),Action|Children|Comedy,3754
4750,3 Ninjas Knuckle Up (1995),Action|Children,3755
4752,Maniac (1980),Horror,3756
4753,Vamp (1986),Comedy|Horror,3757
4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,3758
4755,Wish Upon a Star (1996),Comedy,3759
4756,"Musketeer, The (2001)",Action|Adventure|Drama|Romance,3760
4757,Rock Star (2001),Comedy|Drama|Musical,3761
4758,Soul Survivors (a.k.a. The Killer Cut) (2001),Horror|Thriller,3762
4761,Diamond Men (2001),Drama,3763
4765,L.I.E. (2001),Drama,3764
